book_name,book_cost,book_cost_url,book_rating,book_ReviewsNumber,book_ReviewsNumber_url
Software-Defined Networking with OpenFlow -,788,https://www.amazon.in/Software-Defined-Networking-OpenFlow-innovative-solutions-ebook/dp/B075V9F5B1/ref=sr_1_139?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-139,5.0 out of 5 stars,1,https://www.amazon.in/Software-Defined-Networking-OpenFlow-Oswald-Coker/dp/1783984287/ref=sr_1_139?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-139#customerReviews
Machine Learning Algorithms: A reference guide to popular algorithms for data science and machine learning,554,https://www.amazon.in/Machine-Learning-Algorithms-reference-algorithms-ebook/dp/B072QBG11J/ref=sr_1_140?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-140,4.3 out of 5 stars,11,https://www.amazon.in/Machine-Learning-Algorithms-Giuseppe-Bonaccorso/dp/1785889621/ref=sr_1_140?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-140#customerReviews
Becoming a Salesforce Certified Technical Architect: Prepare for the review board by practicing example-led architectural strategies and best practices,"3,171",https://www.amazon.in/Becoming-Salesforce-Certified-Technical-Architect/dp/1800568754/ref=sr_1_141?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-141,4.7 out of 5 stars,76,https://www.amazon.in/Becoming-Salesforce-Certified-Technical-Architect-ebook/dp/B08NXV3H15/ref=sr_1_141?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-141#customerReviews
101 UX Principles: A definitive design guide,664,https://www.amazon.in/101-UX-Principles-Definitive-Design-ebook/dp/B078TLPTSP/ref=sr_1_142?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-142,4.3 out of 5 stars,49,https://www.amazon.in/101-UX-Principles-Definitive-Design/dp/1788837363/ref=sr_1_142?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-142#customerReviews
Kubernetes in Production Best Practices: Build and manage highly available production-ready Kubernetes clusters,387,https://www.amazon.in/Kubernetes-Production-Best-Practices-production-ready-ebook/dp/B08T5Y4CJP/ref=sr_1_143?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-143,4.7 out of 5 stars,18,https://www.amazon.in/Kubernetes-Production-Best-Practices-production-ready/dp/1800202458/ref=sr_1_143?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-143#customerReviews
"Transformers for Natural Language Processing: Build, train, and fine-tune deep neural network architectures for NLP with Python, PyTorch, TensorFlow, BERT, and GPT-3, 2nd Edition","2,466",https://www.amazon.in/Transformers-Natural-Language-Processing-architectures/dp/1803247339/ref=sr_1_144?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-144,4.6 out of 5 stars,27,https://www.amazon.in/Transformers-Natural-Language-Processing-architectures-ebook/dp/B09T34LVRM/ref=sr_1_144?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-144#customerReviews
"Hands-On Machine Learning with Microsoft Excel 2019: Build complete data analysis flows, from data collection to visualization",788,https://www.amazon.in/Hands-Machine-Learning-Microsoft-Excel-ebook/dp/B07RJB155S/ref=sr_1_145?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-145,4.4 out of 5 stars,30,https://www.amazon.in/Hands-Machine-Learning-Microsoft-Excel/dp/1789345375/ref=sr_1_145?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-145#customerReviews
Neha Enterprises C Ice Cream Glass Bowl Set of 6 (165ML) Packt 6,678,https://www.amazon.in/Enterprises-Cream-Glass-165ML-Packt/dp/B096SVPDXM/ref=sr_1_146?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-146,,,
Learn Ethereum: Build your own decentralized applications with Ethereum and smart contracts,689,https://www.amazon.in/Learn-Ethereum-decentralized-applications-contracts-ebook/dp/B07Y9QRHDH/ref=sr_1_147?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-147,4.3 out of 5 stars,50,https://www.amazon.in/Learn-Ethereum-decentralized-applications-contracts/dp/1789954118/ref=sr_1_147?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-147#customerReviews
Production-Ready Applied Deep Learning: Learn how to construct and deploy complex models in PyTorch and TensorFlow deep learning frameworks,"2,943",https://www.amazon.in/Production-Ready-Applied-Deep-Learning-deep-learning/dp/180324366X/ref=sr_1_148?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-148,,,
The The Java Workshop: Learn object-oriented programming and kickstart your career in software development,788,https://www.amazon.in/Java-Workshop-Interactive-Approach-Learning-ebook/dp/B07ZX1NDZ6/ref=sr_1_149?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-149,3.5 out of 5 stars,11,https://www.amazon.in/Java-Workshop-Interactive-Approach-Learning/dp/1838986693/ref=sr_1_149?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-149#customerReviews
Time Series Analysis with Python Cookbook: Over 75 practical recipes to develop your time series analysis and forecasting skills,938,https://www.amazon.in/Time-Analysis-Python-Cookbook-exploratory-ebook/dp/B09SZ3T1BF/ref=sr_1_150?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-150,4.5 out of 5 stars,2,https://www.amazon.in/Time-Analysis-Python-Cookbook-forecasting/dp/1801075549/ref=sr_1_150?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-150#customerReviews
"Implementing Check Point Firewall Solutions: Install, configure, deploy in production and administer Check Point Firewalls and Threat Prevention solutions on premises","1,033.00",https://www.amazon.in/Check-Point-Firewall-Administration-R81-10-ebook/dp/B0B4DWF6JD/ref=sr_1_151?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-151,5.0 out of 5 stars,3,https://www.amazon.in/Implementing-Check-Point-Firewall-Solutions/dp/180107271X/ref=sr_1_151?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-151#customerReviews
Machine Learning for Finance: Principles and practice for financial insiders,459,https://www.amazon.in/Machine-Learning-Finance-algorithms-financial-ebook/dp/B07BDK6LF9/ref=sr_1_152?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-152,3.1 out of 5 stars,6,https://www.amazon.in/Machine-Learning-Finance-algorithms-financial/dp/1789136369/ref=sr_1_152?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-152#customerReviews
Learn Selenium: Build data-driven test frameworks for mobile and web applications with Selenium Web Driver 3,554,https://www.amazon.in/Learn-Selenium-data-driven-frameworks-applications-ebook/dp/B07VND4D78/ref=sr_1_153?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-153,4.4 out of 5 stars,12,https://www.amazon.in/Learn-Selenium-data-driven-frameworks-applications/dp/183898304X/ref=sr_1_153?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-153#customerReviews
"Extreme C: Taking you to the limit in Concurrency, OOP, and the most advanced capabilities of C","3,100",https://www.amazon.in/Extreme-Taking-Concurrency-advanced-capabilities/dp/1789343623/ref=sr_1_154?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-154,4.5 out of 5 stars,116,https://www.amazon.in/Extreme-Taking-Concurrency-advanced-capabilities-ebook/dp/B07XYX6FQL/ref=sr_1_154?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-154#customerReviews
JavaScript Projects for Kids,512,https://www.amazon.in/JavaScript-Projects-Kids-Faruk-Towaha-ebook/dp/B01ABZ5DBO/ref=sr_1_155?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-155,5.0 out of 5 stars,1,https://www.amazon.in/JavaScript-Projects-Kids-Faruk-Towaha/dp/1785287176/ref=sr_1_155?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-155#customerReviews
Incident Response Techniques for Ransomware Attacks: Understand modern ransomware attacks and build an incident response strategy to work through them,"2,782",https://www.amazon.in/Incident-Response-Techniques-Ransomware-Attacks/dp/180324044X/ref=sr_1_156?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-156,4.8 out of 5 stars,13,https://www.amazon.in/Incident-Response-Techniques-Ransomware-Attacks-ebook/dp/B09VCM6FWD/ref=sr_1_156?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-156#customerReviews
Automata Theory Language & Computation | Third Edition | By Pearson,348,https://www.amazon.in/Introduction-Automata-Theory-Languages-Computation-ebook/dp/B075GHWDHT/ref=sr_1_157?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-157,4.3 out of 5 stars,315,https://www.amazon.in/Introduction-Automata-Theory-Languages-Computation/dp/8131720470/ref=sr_1_157?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-157#customerReviews
"Practical Network Automation: A beginner's guide to automating and optimizing networks using Python, Ansible, and more, 2nd Edition",443,https://www.amazon.in/Practical-Network-Automation-automating-optimizing-ebook/dp/B07ML7T5XK/ref=sr_1_158?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-158,3.8 out of 5 stars,14,https://www.amazon.in/Practical-Network-Automation-automating-optimizing/dp/1789955653/ref=sr_1_158?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-158#customerReviews
"Linux Device Driver Development: Everything you need to start with device driver development for Linux kernel and embedded Linux, 2nd Edition","3,100",https://www.amazon.in/Linux-Device-Driver-Development-development/dp/1803240067/ref=sr_1_159?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-159,4.4 out of 5 stars,4,https://www.amazon.in/Linux-Device-Driver-Development-development-ebook/dp/B09TPDL3YH/ref=sr_1_159?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-159#customerReviews
Phoenix Web Development: Create rich web applications using functional programming techniques with Phoenix and Elixir,655,https://www.amazon.in/Phoenix-Web-Development-applications-programming-ebook/dp/B07CVVX8QP/ref=sr_1_160?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-160,3.0 out of 5 stars,1,https://www.amazon.in/Phoenix-Web-Development-applications-programming/dp/1787284190/ref=sr_1_160?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805766&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-160#customerReviews
"Pravin Lime Pickle, 600 Grams(200g*3 packt,Pack of 3)",179,https://www.amazon.in/Pravin-Lime-Pickle-Grams-packt/dp/B01CS83VN4/ref=sr_1_161?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-161,4.5 out of 5 stars,9,https://www.amazon.in/Pravin-Lime-Pickle-Grams-packt/dp/B01CS83VN4/ref=sr_1_161?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-161#customerReviews
"Learning DevOps: A comprehensive guide to accelerating DevOps culture adoption with Terraform, Azure DevOps, Kubernetes, and Jenkins",887,https://www.amazon.in/Learning-DevOps-comprehensive-accelerating-Kubernetes-ebook/dp/B09TBBJ787/ref=sr_1_162?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-162,4.8 out of 5 stars,13,https://www.amazon.in/Learning-DevOps-comprehensive-accelerating-Kubernetes/dp/1801818967/ref=sr_1_162?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-162#customerReviews
"Python Machine Learning: Machine Learning and Deep Learning with Python, scikit-learn, and TensorFlow 2, 3rd Edition","3,100",https://www.amazon.in/Python-Machine-Learning-scikit-learn-TensorFlow/dp/1789955750/ref=sr_1_163?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-163,4.5 out of 5 stars,367,https://www.amazon.in/Python-Machine-Learning-scikit-learn-TensorFlow-ebook/dp/B07VBLX2W7/ref=sr_1_163?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-163#customerReviews
OpenCV Android Programming By Example,592,https://www.amazon.in/OpenCV-Android-Programming-Example-Mohammad-ebook/dp/B0166Y6Z1G/ref=sr_1_164?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-164,,,
Deep Learning with fastai Cookbook: Leverage the easy-to-use fastai framework to unlock the power of deep learning,"2,782",https://www.amazon.in/Deep-Learning-fastai-Cookbook-easy/dp/1800208103/ref=sr_1_165?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-165,4.6 out of 5 stars,3,https://www.amazon.in/Deep-Learning-fastai-Cookbook-easy-ebook/dp/B0971LB85Z/ref=sr_1_165?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-165#customerReviews
Designing Web APIs with Strapi: Get started with the Strapi headless CMS by building a complete learning management system API,788,https://www.amazon.in/Designing-Web-APIs-Strapi-management-ebook/dp/B09MFZDVVR/ref=sr_1_166?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-166,5.0 out of 5 stars,4,https://www.amazon.in/Designing-Web-APIs-Strapi-management/dp/180056063X/ref=sr_1_166?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-166#customerReviews
Real-World Implementation of C# Design Patterns: Overcome daily programming challenges using elements of reusable object-oriented software,"2,704",https://www.amazon.in/Real-World-Implementation-Design-Patterns-object-oriented/dp/1803242736/ref=sr_1_167?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-167,,,
"CMake Cookbook: Building, testing, and packaging modular software with modern CMake",624,https://www.amazon.in/CMake-Cookbook-Building-packaging-software-ebook/dp/B079TVFDP5/ref=sr_1_168?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-168,4.3 out of 5 stars,31,https://www.amazon.in/CMake-Cookbook-Building-packaging-software/dp/1788470710/ref=sr_1_168?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-168#customerReviews
Android Application Security Essentials,887,https://www.amazon.in/Android-Application-Security-Essentials-Pragati-ebook/dp/B00EPCSD2G/ref=sr_1_169?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-169,5.0 out of 5 stars,1,https://www.amazon.in/Android-Application-Security-Essentials-Pragati/dp/1849515603/ref=sr_1_169?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-169#customerReviews
"Microservices with Spring Boot and Spring Cloud: Build resilient and scalable microservices using Spring Cloud, Istio, and Kubernetes, 2nd Edition","2,782",https://www.amazon.in/Microservices-Spring-Boot-Cloud-microservices/dp/1801072973/ref=sr_1_170?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-170,4.4 out of 5 stars,42,https://www.amazon.in/Microservices-Spring-Boot-Cloud-microservices-ebook/dp/B094DMGZ6T/ref=sr_1_170?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-170#customerReviews
Image Processing with ImageJ,592,https://www.amazon.in/Image-Processing-ImageJ-Maria-Mateos-Perez-ebook/dp/B00FDPNYYQ/ref=sr_1_171?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-171,3.4 out of 5 stars,8,https://www.amazon.in/Image-Processing-ImageJ-Maria-Mateos/dp/1783283955/ref=sr_1_171?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-171#customerReviews
"Android Programming for Beginners: Build in-depth, full-featured Android apps starting from zero programming experience, 3rd Edition","2,782",https://www.amazon.in/Android-Programming-Beginners-depth-full-featured/dp/1800563434/ref=sr_1_172?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-172,4.3 out of 5 stars,24,https://www.amazon.in/Android-Programming-Beginners-depth-full-featured-ebook/dp/B08NCP27GB/ref=sr_1_172?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-172#customerReviews
"Building Industrial Digital Twins: Design, develop, and deploy digital twin solutions for real-world industries using Azure Digital Twins","3,736",https://www.amazon.in/Building-Industrial-Digital-Twins-real-world/dp/1839219076/ref=sr_1_173?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-173,4.2 out of 5 stars,10,https://www.amazon.in/Building-Industrial-Digital-Twins-real-world-ebook/dp/B0958ZHWFP/ref=sr_1_173?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-173#customerReviews
Roadmap to a Google Cloud Professional Machine Learning Engineer: Build the mind and hand for a Google Cloud Certified Machine Learning Professional,845,https://www.amazon.in/Journey-Become-Machine-Learning-Engineer-ebook/dp/B0B9SPM199/ref=sr_1_174?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805784&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-174,,,
